timestamp,太阳总辐照度,直接法向辐照度,全球水平辐照度,温度,气压,小时,日子,月份,季节,target
2020/2/4 10:45,122.96,88.72,85.46,-3.59,863.39,0.25,35,2,1,27.33
2020/2/4 11:00,168.28,121.41,118.31,-2.57,863.29,0.5,35,2,1,38.57
2020/2/4 11:15,206.55,149.03,143.17,-0.9,863.13,0.75,35,2,1,44.27
2020/2/4 11:30,223.22,161.05,151.3,0.7,862.93,1,35,2,1,42.99
2020/2/4 11:45,238.33,171.95,157.04,-0.4,862.83,1.25,35,2,1,53.83
2020/2/4 12:00,333.5,240.62,217.99,-0.37,862.79,1.5,35,2,1,63.33
2020/2/4 12:15,358.06,258.34,233.13,0.02,862.62,1.75,35,2,1,64.89
2020/2/4 12:30,373.09,269.19,244.9,0.35,862.56,2,35,2,1,62.82
2020/2/4 12:45,231.67,167.15,269.72,0.54,862.53,2.25,35,2,1,54
2020/2/4 13:00,509.04,367.27,324.21,1.14,862.39,2.5,35,2,1,49.43
2020/2/4 13:15,538.59,388.6,360.42,1.92,862.26,2.75,35,2,1,48.42
2020/2/4 13:30,567.96,409.78,382.33,2.46,862.1,3,35,2,1,48.66
2020/2/4 13:45,586.57,423.21,395.71,2.87,861.95,3.25,35,2,1,49
2020/2/4 14:00,597.42,431.04,401.21,2.89,861.7,3.5,35,2,1,48.34
2020/2/4 14:15,610.75,440.66,408.95,3.04,861.49,3.75,35,2,1,46.68
2020/2/4 14:30,603.27,435.26,403.92,3.53,861.31,4,35,2,1,46.63
2020/2/4 14:45,604.89,436.43,405.61,3.1,861.05,4.25,35,2,1,43.36
2020/2/4 15:00,556.52,401.53,371.4,3.42,860.93,4.5,35,2,1,40.77
2020/2/4 15:15,523.2,377.49,345.73,3.81,860.84,4.75,35,2,1,40.69
2020/2/4 15:30,556.88,401.79,368.24,3.82,860.66,5,35,2,1,40.1
2020/2/4 15:45,451.22,325.56,298.76,4.1,860.55,5.25,35,2,1,40.05
2020/2/4 16:00,483.85,349.1,324.03,4.05,860.5,5.5,35,2,1,39.25
2020/2/4 16:15,530.65,382.87,362.05,4.46,860.34,5.75,35,2,1,39.53
2020/2/4 16:30,516.39,372.58,356.14,5.79,860.2,6,35,2,1,40.27
2020/2/5 10:30,47.33,34.15,29.53,-4.55,865.19,0,36,2,1,11.5
2020/2/5 10:45,108.57,78.33,75.45,-3.62,865.23,0.25,36,2,1,27.59
2020/2/5 11:00,166.28,119.97,116.15,-2.15,865.14,0.5,36,2,1,38.05
2020/2/5 11:15,212.71,153.47,143.72,-0.66,864.99,0.75,36,2,1,44.66
2020/2/5 11:30,251.79,181.66,167.29,0.69,864.82,1,36,2,1,51.83
2020/2/5 11:45,294.12,212.21,193.35,1.63,864.55,1.25,36,2,1,50.78
2020/2/5 12:00,334.39,241.26,219.54,3.19,864.44,1.5,36,2,1,47.47
2020/2/5 12:15,380.02,274.18,249.79,4.41,864.28,1.75,36,2,1,46.73
2020/2/5 12:30,422.75,305.02,279.22,5.14,864.13,2,36,2,1,45.87
2020/2/5 12:45,228.28,164.7,306.99,4.16,864.08,2.25,36,2,1,44.88
2020/2/5 13:00,499.13,360.12,300.76,3.09,864.04,2.5,36,2,1,43.36
2020/2/5 13:15,528.87,381.58,356.02,2.87,864.11,2.75,36,2,1,43.06
2020/2/5 13:30,552.28,398.47,373.02,3.82,864,3,36,2,1,42.01
2020/2/5 13:45,573.68,413.91,387.56,4.62,863.83,3.25,36,2,1,40.94
2020/2/5 14:00,590.84,426.29,397.57,5.11,863.62,3.5,36,2,1,40.81
2020/2/5 14:15,605.29,436.71,405.89,5.31,863.37,3.75,36,2,1,40.27
2020/2/5 14:30,613.88,442.91,410.8,5.87,863.12,4,36,2,1,38.62
2020/2/5 14:45,619.12,446.7,414.95,4.9,862.92,4.25,36,2,1,37.67
2020/2/5 15:00,621.51,448.42,417.07,5.5,862.57,4.5,36,2,1,36.9
2020/2/5 15:15,622.45,449.1,419.08,4.78,862.33,4.75,36,2,1,36.58
2020/2/5 15:30,610.25,440.29,412.65,5.9,862.18,5,36,2,1,36.05
2020/2/5 15:45,602.95,435.03,410.96,6.33,861.98,5.25,36,2,1,36.76
2020/2/5 16:00,588.39,424.52,404.59,6.76,861.82,5.5,36,2,1,35.81
2020/2/5 16:15,569.22,410.69,395.09,6.79,861.62,5.75,36,2,1,35.92
2020/2/5 16:30,549.17,396.22,383.62,6.93,861.47,6,36,2,1,35.76
2020/2/6 10:30,46.65,33.66,27.8,-4.17,864.32,0,37,2,1,8.74
2020/2/6 10:45,72.16,52.06,46.99,-3.6,864.45,0.25,37,2,1,12.47
2020/2/6 11:00,92.09,66.44,59.36,-2.7,864.47,0.5,37,2,1,17.49
2020/2/6 11:15,137.33,99.08,88.66,-2.1,864.49,0.75,37,2,1,30.69
2020/2/6 11:30,178.89,129.07,115.32,-0.43,864.37,1,37,2,1,34.13
2020/2/6 11:45,236.35,170.52,150.21,1.26,864.21,1.25,37,2,1,45.08
2020/2/6 12:00,336.61,242.87,215.93,2.42,864.04,1.5,37,2,1,40.16
2020/2/6 12:15,335.75,242.25,213.63,3.27,863.95,1.75,37,2,1,37.99
2020/2/6 12:30,283.31,204.41,176.93,2.73,863.86,2,37,2,1,37.28
2020/2/6 12:45,232.97,168.09,183.6,2.6,863.92,2.25,37,2,1,36.37
2020/2/6 13:00,360.2,259.89,203.59,2.37,863.96,2.5,37,2,1,35.25
2020/2/6 13:15,402.94,290.72,254.05,2.34,864,2.75,37,2,1,34.46
2020/2/6 13:30,461.13,332.7,296.49,2.72,863.95,3,37,2,1,33.24
2020/2/6 13:45,356.75,257.39,227.52,2.74,863.97,3.25,37,2,1,33
2020/2/6 14:00,466.09,336.28,304.35,3.29,863.9,3.5,37,2,1,32.86
2020/2/6 14:15,540.11,389.69,352.8,4.21,863.75,3.75,37,2,1,31.44
2020/2/6 14:30,563.74,406.74,366.82,5.17,863.49,4,37,2,1,31.2
2020/2/6 14:45,628.16,453.22,410.34,5.29,863.25,4.25,37,2,1,30.49
2020/2/6 15:00,629.31,454.05,415.03,6.58,863.1,4.5,37,2,1,29.43
2020/2/6 15:15,617,445.17,408.26,7.38,862.92,4.75,37,2,1,27.69
2020/2/6 15:30,556.82,401.75,368.58,6.14,862.83,5,37,2,1,29.04
2020/2/6 15:45,466.77,336.78,304.61,5.99,862.75,5.25,37,2,1,28.46
2020/2/6 16:00,380.69,274.67,237.3,6.98,862.61,5.5,37,2,1,26.24
2020/2/6 16:15,363.57,262.31,224.22,6.76,862.59,5.75,37,2,1,26.83
2020/2/6 16:30,227.63,164.24,131.03,5.81,862.59,6,37,2,1,26.51
2020/2/7 10:30,55.53,40.06,36.76,-4.04,870.93,0,38,2,1,15.11
2020/2/7 10:45,112.04,80.84,83.17,-3.2,871.01,0.25,38,2,1,28.53
2020/2/7 11:00,158.77,114.55,113.32,-1.3,870.99,0.5,38,2,1,38.62
2020/2/7 11:15,217.39,156.84,151.02,0.53,870.91,0.75,38,2,1,44.19
2020/2/7 11:30,270.43,195.11,180.87,1.34,870.78,1,38,2,1,38.99
2020/2/7 11:45,346.19,249.78,223.41,1.78,870.75,1.25,38,2,1,38.53
2020/2/7 12:00,284.47,205.25,178.49,1.67,870.71,1.5,38,2,1,37.58
2020/2/7 12:15,300.72,216.97,191.77,1.3,870.79,1.75,38,2,1,38.51
2020/2/7 12:30,361.06,260.5,233.65,1.8,870.86,2,38,2,1,37.29
2020/2/7 12:45,273.25,197.15,304.58,2.77,870.87,2.25,38,2,1,36.38
2020/2/7 13:00,486.55,351.04,257.66,3.6,870.86,2.5,38,2,1,35.19
2020/2/7 13:15,539.18,389.02,362.95,3.95,870.98,2.75,38,2,1,34.18
2020/2/7 13:30,567.22,409.25,382.86,4.47,870.91,3,38,2,1,34.12
2020/2/7 13:45,588.21,424.39,396.69,4.99,870.76,3.25,38,2,1,33.78
2020/2/7 14:00,598.63,431.91,403.59,4.83,870.72,3.5,38,2,1,31.84
2020/2/7 14:15,607.67,438.43,408.3,4.85,870.6,3.75,38,2,1,32.07
2020/2/7 14:30,616.83,445.04,413.22,5.31,870.47,4,38,2,1,30.83
2020/2/7 14:45,620.49,447.69,416.14,5.63,870.28,4.25,38,2,1,30.49
2020/2/7 15:00,623.87,450.12,418.36,6.85,870.1,4.5,38,2,1,29.38
2020/2/7 15:15,625.37,451.21,420.03,6.96,869.99,4.75,38,2,1,27.68
2020/2/7 15:30,617.71,445.68,417.23,6.9,869.8,5,38,2,1,28.41
2020/2/7 15:45,605.51,436.87,412.06,6.49,869.72,5.25,38,2,1,27.6
2020/2/7 16:00,592.93,427.8,406.38,7.97,869.65,5.5,38,2,1,27.27
2020/2/7 16:15,578.68,417.52,398.73,8,869.43,5.75,38,2,1,26.76
2020/2/7 16:30,558.77,403.15,389.58,7.04,869.42,6,38,2,1,25.88
2020/2/8 10:30,71.71,51.74,53.32,-4.1,874.69,0,39,2,1,16.9
2020/2/8 10:45,109.91,79.3,84.97,-2.26,874.72,0.25,39,2,1,29.45
2020/2/8 11:00,158.7,114.5,115.82,-0.74,874.59,0.5,39,2,1,38.51
2020/2/8 11:15,210.62,151.96,145.94,0.33,874.47,0.75,39,2,1,46.63
2020/2/8 11:30,259.08,186.93,174.21,1.82,874.31,1,39,2,1,46.64
2020/2/8 11:45,309.44,223.26,204.63,2.89,874.03,1.25,39,2,1,43.4
2020/2/8 12:00,358.97,258.99,236.07,3.52,873.91,1.5,39,2,1,40.91
2020/2/8 12:15,407.05,293.68,267.6,3.3,873.84,1.75,39,2,1,40.21
2020/2/8 12:30,451.25,325.58,298.08,3.43,873.73,2,39,2,1,38.99
2020/2/8 12:45,301.35,217.42,325.04,3.68,873.7,2.25,39,2,1,37.66
2020/2/8 13:00,522.97,377.32,248.43,3.22,873.7,2.5,39,2,1,36.85
2020/2/8 13:15,551.77,398.1,372.45,3.61,873.72,2.75,39,2,1,35.36
2020/2/8 13:30,575.91,415.52,389.95,3.7,873.63,3,39,2,1,34.78
2020/2/8 13:45,598.19,431.59,405.07,4.06,873.44,3.25,39,2,1,33.98
2020/2/8 14:00,614.27,443.2,415.34,4.55,873.29,3.5,39,2,1,32.63
2020/2/8 14:15,627.35,452.64,422.17,5.31,873.11,3.75,39,2,1,33.06
2020/2/8 14:30,631.62,455.71,424.64,6.16,873,4,39,2,1,31.29
2020/2/8 14:45,639.23,461.2,429.01,6.41,872.82,4.25,39,2,1,30.63
2020/2/8 15:00,635.6,458.59,426.39,6.87,872.62,4.5,39,2,1,29.24
2020/2/8 15:15,635.39,458.43,427.02,7.43,872.24,4.75,39,2,1,29.09
2020/2/8 15:30,627.12,452.47,422.17,7.95,871.91,5,39,2,1,30.81
2020/2/8 15:45,592.86,427.75,398.99,7.84,871.65,5.25,39,2,1,29.86
2020/2/8 16:00,583.21,420.78,395.14,8.31,871.41,5.5,39,2,1,28.32
2020/2/8 16:15,557.03,401.9,379.02,8.47,871.1,5.75,39,2,1,27.26
2020/2/8 16:30,533.41,384.85,366.19,8.2,870.96,6,39,2,1,27.59
2020/2/9 10:30,78.67,56.76,60.47,-4.41,868.24,0,40,2,1,20.14
2020/2/9 10:45,118.15,85.24,92.72,-2.6,868.16,0.25,40,2,1,32.74
2020/2/9 11:00,169.15,122.04,124.5,-1.27,867.9,0.5,40,2,1,41.87
2020/2/9 11:15,221.44,159.77,155.03,0.48,867.61,0.75,40,2,1,48.13
2020/2/9 11:30,273.65,197.44,184.6,0.95,867.38,1,40,2,1,46.66
2020/2/9 11:45,324.42,234.07,214.63,1.51,867.09,1.25,40,2,1,43.59
2020/2/9 12:00,377.69,272.5,248.28,1.71,866.85,1.5,40,2,1,40.51
2020/2/9 12:15,427.71,308.59,281.3,1.79,866.57,1.75,40,2,1,39
2020/2/9 12:30,470.58,339.52,311.36,1.7,866.37,2,40,2,1,37.03
2020/2/9 12:45,334.27,241.17,338.85,1.65,866.17,2.25,40,2,1,36.58
2020/2/9 13:00,539.09,388.96,236.57,1.93,865.92,2.5,40,2,1,35.1
2020/2/9 13:15,569.85,411.14,384.83,3.23,865.59,2.75,40,2,1,35.78
2020/2/9 13:30,593.72,428.37,402.07,3.75,865.3,3,40,2,1,34.79
2020/2/9 13:45,613.61,442.72,415.89,3.57,865.05,3.25,40,2,1,33.46
2020/2/9 14:00,630.59,454.97,426.46,3.85,864.97,3.5,40,2,1,33.22
2020/2/9 14:15,641.29,462.69,432.02,4.08,864.81,3.75,40,2,1,33.66
2020/2/9 14:30,655.08,472.64,439.27,5.01,864.6,4,40,2,1,31.65
2020/2/9 14:45,652.81,471,435.04,5.32,864.29,4.25,40,2,1,30.45
2020/2/9 15:00,639.45,461.37,426.39,5.22,864.14,4.5,40,2,1,28.48
2020/2/9 15:15,667.69,481.74,448.11,5.5,863.93,4.75,40,2,1,28.16
2020/2/9 15:30,676.67,488.22,452.99,6.32,863.62,5,40,2,1,27.57
2020/2/9 15:45,588.26,424.43,394.01,6.13,863.4,5.25,40,2,1,27.01
2020/2/9 16:00,623.73,450.02,427.04,5.8,863.07,5.5,40,2,1,26.93
2020/2/9 16:15,610.13,440.21,420.27,6.32,862.91,5.75,40,2,1,26.28
2020/2/9 16:30,588.55,424.64,408.79,6.95,862.84,6,40,2,1,26.77
2020/2/10 10:30,65.4,47.19,44.2,-1.72,861.49,0,41,2,1,20.11
2020/2/10 10:45,130.12,93.88,97.5,-2.3,861.3,0.25,41,2,1,31.87
2020/2/10 11:00,182.51,131.68,131.88,-0.4,861.08,0.5,41,2,1,41.66
2020/2/10 11:15,232.63,167.84,160.56,1.25,860.98,0.75,41,2,1,49.73
2020/2/10 11:30,289.09,208.58,193.56,3.01,860.7,1,41,2,1,48.74
2020/2/10 11:45,341.3,246.25,224.79,5.04,860.46,1.25,41,2,1,42.5
2020/2/10 12:00,389.43,280.97,254.74,5.5,860.33,1.5,41,2,1,39.43
2020/2/10 12:15,442.81,319.49,289.67,5.34,860.2,1.75,41,2,1,38.56
2020/2/10 12:30,489.4,353.1,321.77,5.48,859.97,2,41,2,1,37.65
2020/2/10 12:45,393.25,283.73,332.02,5.59,859.77,2.25,41,2,1,35.96
2020/2/10 13:00,544.53,392.88,215.6,6.11,859.62,2.5,41,2,1,35.14
2020/2/10 13:15,608.64,439.13,404.61,6.66,859.53,2.75,41,2,1,33.86
2020/2/10 13:30,574.17,414.26,376.24,6.81,859.35,3,41,2,1,31.82
2020/2/10 13:45,690.59,498.26,452.39,7.68,859.16,3.25,41,2,1,31.23
2020/2/10 14:00,590.92,426.35,385.1,7.53,858.96,3.5,41,2,1,30.97
2020/2/10 14:15,592.49,427.48,388.61,7.99,858.77,3.75,41,2,1,30.7
2020/2/10 14:30,645.71,465.88,423.02,8.6,858.59,4,41,2,1,29.76
2020/2/10 14:45,656.85,473.92,439.43,9.1,858.39,4.25,41,2,1,28.57
2020/2/10 15:00,643.21,464.07,429.64,9.59,858.17,4.5,41,2,1,28.81
2020/2/10 15:15,644.33,464.88,429.71,9.43,857.98,4.75,41,2,1,28.06
2020/2/10 15:30,630.3,454.76,422.4,9.96,857.82,5,41,2,1,28.19
2020/2/10 15:45,618.59,446.32,416.45,9.93,857.62,5.25,41,2,1,27.53
2020/2/10 16:00,597.93,431.4,404.21,10.21,857.41,5.5,41,2,1,26.04
2020/2/10 16:15,586.61,423.24,400.22,10.42,857.12,5.75,41,2,1,26.28
2020/2/10 16:30,571.23,412.14,393.14,10.52,856.94,6,41,2,1,26.17
2020/2/11 10:30,83.19,60.02,61.08,-2.45,859.54,0,42,2,1,21.38
2020/2/11 10:45,125.01,90.2,93.45,-1.51,859.48,0.25,42,2,1,31.37
2020/2/11 11:00,171.77,123.93,122.39,0.04,859.37,0.5,42,2,1,39.37
2020/2/11 11:15,231.31,166.89,157.59,1.87,859.42,0.75,42,2,1,42.94
2020/2/11 11:30,238.32,171.95,154.41,2.63,859.2,1,42,2,1,35.31
2020/2/11 11:45,148.46,107.11,89.2,2.14,858.97,1.25,42,2,1,37.87
2020/2/11 12:00,398.82,287.75,256.82,3.1,858.76,1.5,42,2,1,35.9
2020/2/11 12:15,379.13,273.54,242.13,3.42,858.7,1.75,42,2,1,34.09
2020/2/11 12:30,471.45,340.15,309.16,3.75,858.69,2,42,2,1,33.73
2020/2/11 12:45,438.47,316.35,335.96,3.87,858.76,2.25,42,2,1,33.06
2020/2/11 13:00,534.25,385.46,150.35,4.61,858.73,2.5,42,2,1,31.65
2020/2/11 13:15,513.47,370.47,335.3,4.71,858.83,2.75,42,2,1,31.26
2020/2/11 13:30,610.97,440.82,396.14,5.65,858.69,3,42,2,1,30.1
2020/2/11 13:45,616.83,445.05,411.52,6.13,858.65,3.25,42,2,1,29.57
2020/2/11 14:00,614.7,443.51,411.58,6.92,858.49,3.5,42,2,1,29.59
2020/2/11 14:15,631.91,455.92,422.42,6.76,858.48,3.75,42,2,1,29.27
2020/2/11 14:30,643.75,464.46,429.89,7.63,858.35,4,42,2,1,28.87
2020/2/11 14:45,616.79,445.02,407.61,7.94,858.11,4.25,42,2,1,27.35
2020/2/11 15:00,634.45,457.75,416.62,7.81,857.95,4.5,42,2,1,25.93
2020/2/11 15:15,695.11,501.52,461.05,8.24,857.82,4.75,42,2,1,25.36
2020/2/11 15:30,572.47,413.04,372.58,8.45,857.65,5,42,2,1,23.96
2020/2/11 15:45,631.77,455.82,422.8,9.59,857.52,5.25,42,2,1,22.81
2020/2/11 16:00,283.93,204.86,162.91,9.3,857.5,5.5,42,2,1,23.18
2020/2/11 16:15,286.37,206.62,162.26,8.5,857.47,5.75,42,2,1,22.07
2020/2/11 16:30,404.81,292.07,247.41,9.47,857.37,6,42,2,1,21.31
2020/2/12 10:30,80.43,58.03,60.27,-0.06,858.47,0,43,2,1,22.21
2020/2/12 10:45,129.8,93.65,97.96,1.05,858.23,0.25,43,2,1,32.19
2020/2/12 11:00,181.32,130.82,130.18,2.61,857.9,0.5,43,2,1,40.87
2020/2/12 11:15,235.7,170.06,162.2,4.37,857.73,0.75,43,2,1,42.88
2020/2/12 11:30,292.01,210.69,195.14,6.5,857.14,1,43,2,1,38.16
2020/2/12 11:45,351.23,253.41,230.71,7.85,856.91,1.25,43,2,1,35.06
2020/2/12 12:00,406.23,293.1,259.69,8.06,856.68,1.5,43,2,1,32.59
2020/2/12 12:15,327.9,236.58,197.6,8.07,857.01,1.75,43,2,1,31.34
2020/2/12 12:30,301.83,217.77,174.83,7.46,856.77,2,43,2,1,30.17
2020/2/12 12:45,270.93,195.47,155.1,7.89,856.58,2.25,43,2,1,29.92
2020/2/12 13:00,340.81,245.89,178.5,8.27,856.58,2.5,43,2,1,28.4
2020/2/12 13:15,441.9,318.83,266.3,8.96,856.5,2.75,43,2,1,27.72
2020/2/12 13:30,434.75,313.67,266.14,9.9,856.46,3,43,2,1,27.22
2020/2/12 13:45,612.6,441.99,389.1,10.46,856.6,3.25,43,2,1,26.46
2020/2/12 14:00,648.94,468.21,423.44,10.79,856.49,3.5,43,2,1,25.49
2020/2/12 14:15,562.81,406.07,366.14,10.12,856.41,3.75,43,2,1,25.36
2020/2/12 14:30,576.69,416.08,375.13,10.7,856.22,4,43,2,1,24.75
2020/2/12 14:45,495.02,357.16,316.71,11.02,856.19,4.25,43,2,1,23.88
2020/2/12 15:00,578.23,417.19,377.77,10.65,856.11,4.5,43,2,1,22.57
2020/2/12 15:15,501.15,361.58,329.04,10.41,856.16,4.75,43,2,1,22.76
2020/2/12 15:30,494.98,357.13,319.73,10.76,856.12,5,43,2,1,22.29
2020/2/12 15:45,404.16,291.6,252.91,11.5,856.09,5.25,43,2,1,23.44
2020/2/12 16:00,280.21,202.17,160.09,11.15,856.23,5.5,43,2,1,20.73
2020/2/12 16:15,324.67,234.25,189.7,11.11,856.08,5.75,43,2,1,21.65
2020/2/12 16:30,325.5,234.85,188.84,11.39,856.22,6,43,2,1,21.3
2020/2/13 10:30,85.38,61.6,62.83,1.45,858.76,0,44,2,1,22.05
2020/2/13 10:45,129.09,93.14,95.1,2.27,858.79,0.25,44,2,1,31.04
2020/2/13 11:00,179.92,129.81,126.81,2.58,858.87,0.5,44,2,1,39.2
2020/2/13 11:15,230.71,166.45,156.84,2.79,858.9,0.75,44,2,1,47.77
2020/2/13 11:30,289.32,208.74,191.75,2.05,858.88,1,44,2,1,55.52
2020/2/13 11:45,342.69,247.25,223.69,3.45,858.89,1.25,44,2,1,59.99
2020/2/13 12:00,384.85,277.67,250.83,3.51,858.91,1.5,44,2,1,57.67
2020/2/13 12:15,431.45,311.29,281.32,3.88,858.99,1.75,44,2,1,53.6
2020/2/13 12:30,474.93,342.66,311.7,3.57,859.02,2,44,2,1,53.03
2020/2/13 12:45,484.03,349.23,338.1,3.85,859.02,2.25,44,2,1,44.86
2020/2/13 13:00,537.33,387.69,118.49,4.19,859.06,2.5,44,2,1,40.3
2020/2/13 13:15,570.99,411.97,381.69,5.1,859.23,2.75,44,2,1,37.26
2020/2/13 13:30,594.35,428.82,399.12,5.73,859.36,3,44,2,1,34.86
2020/2/13 13:45,612.43,441.87,411.28,7.02,859.38,3.25,44,2,1,29.11
2020/2/13 14:00,627.15,452.49,420.5,7.99,859.22,3.5,44,2,1,27.56
2020/2/13 14:15,639.41,461.33,427.54,8.72,859.04,3.75,44,2,1,26.47
2020/2/13 14:30,639.88,461.67,426.64,9.38,858.98,4,44,2,1,26.36
2020/2/13 14:45,656.15,473.41,437.01,9.64,858.86,4.25,44,2,1,25.46
2020/2/13 15:00,653.27,471.33,434.98,9.67,858.68,4.5,44,2,1,24.83
2020/2/13 15:15,657.86,474.65,439.31,10.04,858.71,4.75,44,2,1,23.35
2020/2/13 15:30,644.38,464.92,431.36,10.3,858.74,5,44,2,1,22.67
2020/2/13 15:45,638.79,460.88,428.96,10.04,858.72,5.25,44,2,1,22.23
2020/2/13 16:00,626.69,452.16,424.17,9.67,858.64,5.5,44,2,1,20.03
2020/2/13 16:15,502.23,362.36,341.02,9.53,858.61,5.75,44,2,1,20.48
2020/2/13 16:30,282.33,203.7,175.52,9.53,858.78,6,44,2,1,21.78
2020/2/14 10:30,64.15,46.29,34.47,0.27,868.97,0,45,2,1,3.74
2020/2/14 10:45,24.64,17.78,13.46,0.99,869.06,0.25,45,2,1,4.82
2020/2/14 11:00,57.37,41.39,32.64,1.08,869.33,0.5,45,2,1,8.79
2020/2/14 11:15,89,64.21,47.4,1.67,869.41,0.75,45,2,1,10.6
2020/2/14 11:30,90.97,65.64,50.42,2.33,869.5,1,45,2,1,15.67
2020/2/14 11:45,169.01,121.94,92.6,3.3,869.71,1.25,45,2,1,22.04
2020/2/14 12:00,167.74,121.02,92.36,3.83,869.72,1.5,45,2,1,19.32
2020/2/14 12:15,177.86,128.33,97.83,4.08,869.72,1.75,45,2,1,27.28
2020/2/14 12:30,227.31,164.01,126.89,4.87,869.8,2,45,2,1,31.24
2020/2/14 12:45,249.34,179.9,135.04,4.23,870.04,2.25,45,2,1,25.33
2020/2/14 13:00,231.19,166.8,125.16,4.23,870.15,2.5,45,2,1,25.55
2020/2/14 13:15,239.29,172.65,130.09,4.15,870.34,2.75,45,2,1,35.73
2020/2/14 13:30,332.99,240.25,186.47,4.83,870.41,3,45,2,1,37.74
2020/2/14 13:45,505.54,364.75,311.92,6.04,870.39,3.25,45,2,1,35.54
2020/2/14 14:00,488.09,352.16,304.67,6.74,870.29,3.5,45,2,1,32.72
2020/2/14 14:15,534.9,385.93,343.44,7.27,870.29,3.75,45,2,1,31.92
2020/2/14 14:30,582.52,420.29,377.7,7.08,870.09,4,45,2,1,29.78
2020/2/14 14:45,609.85,440.01,396.41,7.42,869.87,4.25,45,2,1,27.93
2020/2/14 15:00,346.34,249.88,214.24,7.32,869.83,4.5,45,2,1,27.8
2020/2/14 15:15,392.19,282.96,230.9,7.21,869.75,4.75,45,2,1,26.18
2020/2/14 15:30,379.45,273.78,227.19,7.56,869.7,5,45,2,1,24.95
2020/2/14 15:45,328.54,237.04,188.99,6.9,869.76,5.25,45,2,1,25.93
2020/2/14 16:00,305.09,220.12,178.09,7.11,869.66,5.5,45,2,1,23.81
2020/2/14 16:15,242.39,174.89,132.15,7.06,869.61,5.75,45,2,1,24.37
2020/2/14 16:30,375.61,271,223.46,7.28,869.59,6,45,2,1,24.27
2020/2/15 10:30,53.27,38.44,29.21,-5.86,873.14,0,46,2,1,7.41
2020/2/15 10:45,76.61,55.28,42.43,-4.76,872.95,0.25,46,2,1,10.69
2020/2/15 11:00,104.07,75.08,57.77,-3.77,872.84,0.5,46,2,1,14.09
2020/2/15 11:15,132.35,95.49,73.99,-2.83,872.64,0.75,46,2,1,18.08
2020/2/15 11:30,162.33,117.12,91.04,-2.86,872.49,1,46,2,1,21.77
2020/2/15 11:45,190.82,137.68,107.63,-3.09,872.43,1.25,46,2,1,25.22
2020/2/15 12:00,219.45,158.34,124.17,-2.49,872.41,1.5,46,2,1,29.63
2020/2/15 12:15,252.14,181.92,143.8,-2.04,872.15,1.75,46,2,1,34.11
2020/2/15 12:30,285.87,206.25,164.21,-1.66,871.89,2,46,2,1,38.53
2020/2/15 12:45,317.7,229.22,183.93,-1.4,871.68,2.25,46,2,1,42.21
2020/2/15 13:00,337.91,243.8,189.87,-1.21,871.58,2.5,46,2,1,41.24
2020/2/15 13:15,359.81,259.6,209.5,-0.87,871.45,2.75,46,2,1,38.29
2020/2/15 13:30,367.24,264.96,214.02,-0.13,871.3,3,46,2,1,36.96
2020/2/15 13:45,393.71,284.06,229.54,0.26,871.17,3.25,46,2,1,37.42
2020/2/15 14:00,409.09,295.16,239.38,0.43,870.99,3.5,46,2,1,35.36
2020/2/15 14:15,426.07,307.41,251.12,0.9,870.6,3.75,46,2,1,34.59
2020/2/15 14:30,434.15,313.24,256.72,1.05,870.35,4,46,2,1,33.46
2020/2/15 14:45,442.38,319.18,261.85,1.6,869.99,4.25,46,2,1,31.65
2020/2/15 15:00,438.68,316.51,259.38,1.98,869.41,4.5,46,2,1,31.08
2020/2/15 15:15,435.51,314.22,256.98,1.84,869.13,4.75,46,2,1,30.72
2020/2/15 15:30,429.22,309.68,252.93,2.16,868.67,5,46,2,1,30.23
2020/2/15 15:45,407.88,294.29,238.91,2.75,868.63,5.25,46,2,1,31.01
2020/2/15 16:00,404.65,291.96,238.07,2.49,868.44,5.5,46,2,1,30.91
2020/2/15 16:15,392.99,283.54,231.12,3.17,868.15,5.75,46,2,1,29.5
2020/2/15 16:30,370.47,267.29,216.83,3.08,867.94,6,46,2,1,29.85
2020/2/16 10:30,51.05,36.83,28.25,-4.74,871.03,0,47,2,1,7.07
2020/2/16 10:45,77.03,55.57,42.91,-3.9,871.18,0.25,47,2,1,10.29
2020/2/16 11:00,100.01,72.16,55.82,-2.94,871.27,0.5,47,2,1,15.81
2020/2/16 11:15,166.8,120.35,93.26,-1.98,871.21,0.75,47,2,1,18.26
2020/2/16 11:30,177.47,128.04,99.89,-0.98,871.31,1,47,2,1,22.55
2020/2/16 11:45,205.85,148.52,115.95,-0.56,871.36,1.25,47,2,1,29.33
2020/2/16 12:00,262.62,189.48,148.45,0.4,871.38,1.5,47,2,1,26.3
2020/2/16 12:15,228.51,164.87,130.65,0.6,871.4,1.75,47,2,1,36.04
2020/2/16 12:30,302.7,218.4,174.4,1.42,871.37,2,47,2,1,37.7
2020/2/16 12:45,282.59,203.89,164.44,1.9,871.34,2.25,47,2,1,44.97
2020/2/16 13:00,362.73,261.71,205.26,1.81,871.44,2.5,47,2,1,50.88
2020/2/16 13:15,418.83,302.18,247.61,2.05,871.55,2.75,47,2,1,49.32
2020/2/16 13:30,428.53,309.19,254.72,2.15,871.72,3,47,2,1,44.91
2020/2/16 13:45,401.97,290.02,239.18,3.09,871.8,3.25,47,2,1,43.03
